10000, 1
Picasso, Femme nue assise (1910).jpeg
2606, 71635.296875, 146691.578125
2607, 76600.0625, 203317.46875
2608, 76462.5625, 130201.6953125
2609, 63653.8515625, 227780.390625
2610, 55909.94921875, 193734.21875
2611, 56298.828125, 197776.3125
2612, 57127.71484375, 196091.703125
2613, 73210.2734375, 230569.90625
2614, 71052.3125, 174028.5625
2615, 58086.484375, 146595.359375
2616, 70804.8125, 177796.984375
2617, 63185.17578125, 137403.296875
2618, 66772.6015625, 205030.15625
2619, 52132.01953125, 218589.734375
2620, 77176.21875, 196993.046875
2621, 95180.75, 228414.015625
2622, 64340.70703125, 189824.515625
2623, 100710.921875, 260720.65625
2624, 70031.9296875, 192307.796875
2625, 72426.7109375, 165581.328125
2626, 83605.7265625, 308804.5625
2627, 68177.3046875, 196538.59375
2628, 73020.078125, 203415.03125
2629, 61122.21875, 225576.5
2630, 108654.4453125, 210915.109375
2631, 66821.0625, 162684.15625
2632, 68592.6953125, 252274.515625
2633, 57718.16015625, 197068.09375
2634, 72384.75, 161592.125
2635, 70527.078125, 175251.421875
2636, 64188.01171875, 187362.59375
2637, 56920.125, 190926.015625
2638, 80986.984375, 229414.5625
2639, 74332.1796875, 256630.59375
2640, 73452.328125, 186993.546875
2641, 59788.5546875, 195544.015625
2642, 60518.9375, 180491.328125
2643, 91270.140625, 240767.453125
2644, 66434.0, 208018.734375
2645, 69882.2578125, 174732.0
2646, 68458.3125, 195474.390625
2647, 76809.3046875, 144357.484375
2648, 84264.375, 263883.625
2649, 69181.6484375, 269087.75
2650, 78432.8046875, 308011.78125
2651, 86896.5546875, 252976.75
2652, 74247.25, 172129.015625
2653, 65248.90625, 162794.703125
2654, 64346.48046875, 151563.5
2655, 79380.203125, 145157.125
2656, 69921.4921875, 198585.609375
2657, 155209.1875, 278450.9375
2658, 64100.7109375, 157042.78125
2659, 78279.9296875, 234860.546875
2660, 66199.328125, 180903.15625
2661, 59811.39453125, 243425.28125
2662, 55943.18359375, 223138.953125
2663, 137936.203125, 261756.390625
2664, 82142.3046875, 298591.90625
2665, 58983.29296875, 195677.359375
2666, 64006.84375, 260024.5
2667, 86455.5390625, 286356.4375
2668, 65832.234375, 324391.75
2669, 57125.04296875, 184693.734375
2670, 86247.6171875, 377247.84375
2671, 66576.21875, 189703.15625
2672, 77686.90625, 279147.28125
2673, 74052.6875, 167969.375
2674, 74322.0390625, 156945.84375
2675, 69413.7890625, 132325.953125
2676, 62192.20703125, 192044.671875
2677, 67435.3984375, 169309.96875
2678, 130252.0, 315465.3125
2679, 76569.578125, 256826.0625
2680, 57695.21484375, 217303.5625
2681, 69454.1171875, 183154.515625
2682, 76267.4375, 221306.5625
2683, 70211.6015625, 294424.53125
2684, 91225.078125, 291650.09375
2685, 67227.5390625, 233646.578125
2686, 62903.046875, 307318.46875
2687, 94761.515625, 299389.84375
2688, 78661.609375, 175953.40625
2689, 81966.671875, 203672.890625
2690, 80579.6640625, 283379.875
2691, 63551.796875, 240474.9375
2692, 75631.8125, 194691.9375
2693, 72512.84375, 238177.109375
2694, 81868.1640625, 295223.3125
2695, 92658.3671875, 206048.25
2696, 62019.72265625, 206515.1875
2697, 79721.5390625, 262199.03125
2698, 78258.7421875, 243099.09375
2699, 79016.1484375, 217345.875
2700, 96092.9921875, 259518.21875
2701, 73330.0078125, 208632.796875
2702, 82266.1640625, 248331.71875
2703, 60010.32421875, 233858.4375
2704, 72843.0234375, 165729.171875
2705, 67299.796875, 190160.078125
2706, 70762.40625, 230430.796875
2707, 76542.1640625, 200286.15625
2708, 84797.15625, 191496.21875
2709, 75338.859375, 144417.875
2710, 64024.19140625, 130317.5078125
2711, 74640.921875, 240784.359375
2712, 64484.4765625, 156090.96875
2713, 67445.671875, 182935.71875
2714, 75631.515625, 171841.859375
2715, 66366.203125, 145280.21875
2716, 59938.73046875, 155821.828125
2717, 71670.0390625, 203228.421875
2718, 59314.2734375, 229407.625
2719, 61655.45703125, 212086.03125
2720, 87305.078125, 189040.59375
2721, 65286.71484375, 205012.828125
2722, 67175.734375, 216173.703125
2723, 66691.765625, 155107.90625
2724, 71576.6796875, 207805.796875
2725, 60586.828125, 187358.390625
2726, 69545.46875, 168167.84375
2727, 59432.5703125, 131758.671875
2728, 76025.4453125, 153397.84375
2729, 64805.34375, 202829.453125
2730, 94110.765625, 286152.3125
2731, 74262.4765625, 176708.5
2732, 68130.671875, 164879.015625
2733, 80965.0390625, 189825.265625
2734, 60941.01171875, 196406.25
2735, 66099.28125, 181442.359375
2736, 66795.7578125, 238778.875
2737, 73988.1796875, 217919.78125
2738, 60136.2578125, 231587.71875
2739, 70445.1796875, 158209.921875
2740, 75780.0078125, 205119.03125
2741, 60225.625, 224627.6875
2742, 70475.6015625, 191292.0625
2743, 76246.9765625, 183562.40625
2744, 61812.18359375, 209620.140625
2745, 91962.15625, 354103.03125
2746, 77183.1796875, 254706.765625
2747, 80476.375, 260284.75
2748, 71096.4609375, 144269.578125
2749, 81140.390625, 174210.3125
2750, 100009.484375, 262301.5625
2751, 62099.4296875, 212249.65625
2752, 60459.41796875, 266385.125
2753, 61682.1953125, 191769.34375
2754, 57573.95703125, 196962.484375
2755, 73896.8828125, 293849.125
2756, 69543.25, 195035.671875
2757, 123494.8984375, 218001.25
2758, 74278.234375, 170245.203125
2759, 93763.8984375, 252333.8125
2760, 61035.9453125, 182760.875
2761, 71968.0859375, 217310.90625
2762, 71954.0078125, 250874.375
2763, 56896.71484375, 157966.65625
2764, 64338.62109375, 290030.65625
2765, 65418.66796875, 149439.234375
2766, 95008.5703125, 162934.15625
2767, 84450.21875, 273978.9375
2768, 79703.03125, 203166.203125
2769, 66056.9296875, 243575.890625
2770, 54485.86328125, 169323.953125
2771, 64732.55859375, 229513.140625
2772, 74263.0234375, 236932.9375
2773, 67761.046875, 222241.3125
2774, 85485.4375, 134700.734375
2775, 75871.3671875, 180716.203125
2776, 91992.6875, 281711.625
2777, 61826.55078125, 213660.453125
2778, 98910.1328125, 245136.40625
2779, 76884.9375, 250459.625
2780, 72310.203125, 181783.671875
2781, 68530.7421875, 163347.0
2782, 58125.83203125, 172333.546875
2783, 64067.8046875, 166889.984375
2784, 82498.3828125, 224386.5
2785, 84218.734375, 221735.484375
2786, 76211.6328125, 211441.453125
2787, 66250.8046875, 169480.25
2788, 65213.9140625, 240589.90625
2789, 65413.4453125, 227197.75
2790, 85047.859375, 324527.03125
2791, 71584.734375, 266372.03125
2792, 59996.6640625, 175015.234375
2793, 76735.421875, 190945.1875
2794, 76832.7734375, 205350.203125
2795, 74252.03125, 248398.0625
2796, 54861.31640625, 143592.265625
2797, 63316.921875, 154300.28125
2798, 83019.21875, 287684.71875
2799, 76967.3828125, 314150.84375
2800, 73116.7265625, 212783.859375
2801, 64580.015625, 179143.71875
2802, 67521.078125, 257278.015625
2803, 79636.6328125, 195880.90625
2804, 65888.125, 254865.6875
2805, 77633.21875, 232220.5
2806, 103686.1328125, 121189.2109375
2807, 75023.796875, 184572.984375
2808, 72915.8671875, 236257.125
2809, 66673.921875, 160392.390625
2810, 69280.75, 216517.78125
2811, 77667.90625, 211483.765625
2812, 64376.14453125, 242978.0
2813, 65305.9609375, 209495.953125
2814, 84674.390625, 309269.8125
2815, 62539.41015625, 250988.53125
2816, 59537.28125, 167719.53125
2817, 71625.9375, 176110.40625
2818, 86955.5703125, 237475.015625
2819, 80300.6328125, 183507.5625
2820, 74265.453125, 133831.328125
2821, 59257.08984375, 124117.1328125
2822, 83405.984375, 223615.796875
2823, 75837.5703125, 162193.75
2824, 83834.1015625, 236411.859375
2825, 69434.8828125, 176004.3125
2826, 78690.390625, 335952.6875
2827, 70483.3046875, 150867.609375
2828, 74305.796875, 206386.953125
2829, 54863.1640625, 158039.03125
2830, 79489.390625, 291250.75
2831, 65509.2265625, 136103.109375
2832, 62270.15234375, 182021.5625
2833, 72688.515625, 229557.9375
2834, 60487.17578125, 228097.015625
2835, 105312.5546875, 187023.15625
2836, 68983.359375, 148665.265625
2837, 67320.6640625, 204992.203125
2838, 52566.5390625, 167304.609375
2839, 68010.53125, 242829.109375
2840, 74250.8984375, 185842.578125
2841, 84805.515625, 265450.3125
2842, 64992.73828125, 170921.640625
2843, 70521.5390625, 188534.015625
2844, 69322.3984375, 183755.515625
2845, 65417.1953125, 235105.234375
2846, 58324.453125, 192271.734375
2847, 96223.7734375, 257778.6875
2848, 68709.6796875, 215012.03125
2849, 67340.40625, 271532.40625
2850, 68205.3671875, 177175.828125
2851, 77650.453125, 298197.59375
2852, 70032.71875, 133115.078125
2853, 67207.8984375, 143451.71875
2854, 73663.265625, 319261.3125
2855, 76891.3203125, 186602.484375
2856, 63186.78515625, 284033.09375
2857, 70507.984375, 182871.90625
2858, 74526.9375, 207141.359375
2859, 73932.21875, 136697.6875
2860, 86427.2109375, 183829.40625
2861, 69793.5859375, 192428.890625
2862, 68319.015625, 220604.65625
2863, 80343.65625, 304763.03125
2864, 67387.8203125, 234940.03125
2865, 53042.7734375, 189119.046875
2866, 61760.59765625, 167435.046875
2867, 74089.3828125, 148847.578125
2868, 70040.234375, 188148.71875
2869, 87871.9375, 196325.375
2870, 70251.3828125, 202282.1875
2871, 72874.5546875, 127595.984375
2872, 67204.1015625, 209288.625
2873, 57630.2890625, 143061.0
2874, 104656.9921875, 268332.90625
2875, 79425.4296875, 227641.65625
2876, 76118.046875, 216620.109375
2877, 59314.45703125, 149308.140625
2878, 69593.625, 189122.296875
2879, 61377.16796875, 187950.578125
2880, 75094.0546875, 172175.265625
2881, 71636.0703125, 156037.140625
2882, 64607.171875, 186220.078125
2883, 84699.2890625, 216165.875
2884, 73186.7421875, 226043.75
2885, 66614.6796875, 168630.640625
2886, 64178.25390625, 154677.21875
2887, 70588.6328125, 208981.96875
2888, 87645.21875, 389311.1875
2889, 93314.1171875, 194818.59375
2890, 72010.9609375, 203802.203125
2891, 60663.578125, 179442.40625
2892, 71419.578125, 209232.015625
2893, 75571.078125, 217593.734375
2894, 66974.296875, 161748.796875
2895, 65996.4765625, 196812.6875
2896, 68907.484375, 195637.671875
2897, 89943.96875, 269462.6875
2898, 65014.85546875, 190308.640625
2899, 74046.6484375, 246357.328125
2900, 78738.15625, 210330.4375
2901, 64662.74609375, 213201.515625
2902, 62095.62890625, 193314.34375
2903, 78840.921875, 211989.78125
2904, 78918.484375, 230223.171875
2905, 66029.3203125, 189409.859375
2906, 63330.359375, 173239.59375
2907, 57776.1640625, 169735.078125
2908, 79116.6171875, 190724.015625
2909, 70755.875, 213190.4375
2910, 68399.4140625, 208135.765625
2911, 88904.953125, 175318.59375
2912, 65646.046875, 267928.03125
2913, 70285.671875, 213871.140625
2914, 79621.578125, 292045.03125
2915, 58311.9296875, 147418.953125
2916, 63056.3125, 192152.8125
2917, 74164.0234375, 157694.609375
2918, 85450.703125, 257148.765625
2919, 65001.35546875, 232160.234375
2920, 76656.0703125, 210323.90625
2921, 96648.3828125, 258779.640625
2922, 75635.9140625, 239620.875
2923, 74305.40625, 232773.421875
2924, 58592.40625, 130058.5
2925, 73739.6328125, 202048.890625
2926, 59876.69921875, 214682.625
2927, 72916.2421875, 222834.640625
2928, 84570.4375, 200519.84375
2929, 71248.875, 215308.09375
2930, 74268.2578125, 207900.09375
2931, 70827.1328125, 163768.765625
2932, 76410.5625, 250692.375
2933, 62577.7734375, 167830.609375
2934, 59363.45703125, 195093.109375
2935, 67209.8515625, 178186.609375
2936, 65016.95703125, 214025.640625
2937, 70064.7890625, 242682.453125
2938, 62748.21875, 195823.28125
2939, 61495.55078125, 133784.46875
2940, 73472.5625, 200272.125
2941, 66749.1875, 147127.359375
2942, 69375.7578125, 236585.046875
2943, 82295.640625, 187535.328125
2944, 73509.046875, 202633.765625
2945, 66791.1953125, 133769.671875
2946, 64679.05859375, 135705.1875
2947, 62889.59765625, 162604.171875
2948, 82761.3828125, 171994.5625
2949, 64471.72265625, 149159.21875
2950, 75927.7890625, 274162.5625
2951, 84014.71875, 293303.40625
2952, 60801.421875, 196952.71875
2953, 54284.640625, 174906.5
2954, 74927.84375, 256676.4375
2955, 66813.140625, 167238.125
2956, 59816.68359375, 215049.796875
2957, 77598.171875, 242372.28125
2958, 85063.15625, 232605.703125
2959, 61637.44140625, 146891.375
2960, 62772.1640625, 177020.046875
2961, 115251.90625, 258088.25
2962, 62899.83203125, 198103.6875
2963, 92825.171875, 236234.21875
2964, 68934.28125, 309823.28125
2965, 76574.0390625, 251415.875
2966, 59246.4453125, 274992.625
2967, 66037.0625, 181527.953125
2968, 57373.41796875, 178891.21875
2969, 69025.3359375, 221676.59375
2970, 66382.296875, 226916.546875
2971, 69170.046875, 210890.71875
2972, 98497.9296875, 165831.875
2973, 70812.7421875, 280694.1875
2974, 70691.59375, 236461.046875
2975, 84428.2421875, 261901.90625
2976, 78833.71875, 305028.65625
2977, 61592.578125, 190436.40625
2978, 72735.96875, 267946.6875
2979, 66320.5390625, 178179.734375
2980, 69280.9765625, 292596.59375
2981, 73311.5546875, 182987.90625
2982, 75460.890625, 210570.046875
2983, 71670.84375, 195968.171875
2984, 105530.3359375, 254464.859375
2985, 53155.58984375, 145939.953125
2986, 67729.9765625, 139930.46875
2987, 77484.34375, 169430.546875
2988, 74832.625, 209551.265625
2989, 71294.953125, 171449.5625
2990, 77040.0, 276290.125
2991, 75901.7890625, 144402.0
2992, 68466.1953125, 149646.1875
2993, 65377.3515625, 164485.46875
2994, 72468.9296875, 353010.3125
2995, 69060.515625, 157085.375
2996, 66762.2734375, 219399.21875
2997, 63856.80859375, 172947.359375
2998, 67007.109375, 141702.03125
2999, 60261.00390625, 206874.5625
3000, 60962.3515625, 147540.15625
3001, 75762.15625, 187115.890625
3002, 73864.0625, 175192.671875
3003, 90367.03125, 243553.640625
3004, 75497.375, 195968.734375
3005, 62155.55859375, 219984.078125
3006, 71740.453125, 234067.921875
3007, 82701.25, 256298.59375
3008, 72571.0, 238604.8125
3009, 74059.6484375, 188072.59375
3010, 66925.7734375, 200578.125
3011, 68128.6171875, 252853.828125
3012, 73892.4453125, 276454.25
3013, 75673.484375, 189917.75
3014, 64391.99609375, 134008.609375
3015, 65133.8046875, 167993.90625
3016, 80284.7734375, 236212.828125
3017, 65459.0859375, 143452.3125
3018, 68078.828125, 217421.90625
3019, 68206.203125, 253449.71875
3020, 82222.1015625, 299576.09375
3021, 82440.046875, 242620.75
3022, 99577.265625, 337539.84375
3023, 63099.16015625, 178071.8125
3024, 70499.828125, 175356.25
3025, 64334.6484375, 146451.796875
3026, 69945.7578125, 179620.75
3027, 91987.0234375, 238991.515625
3028, 72295.59375, 227240.203125
3029, 87132.2421875, 222999.859375
3030, 76854.4453125, 194424.484375
3031, 67805.625, 178601.6875
3032, 71019.0546875, 314614.15625
3033, 65848.8203125, 185236.0
3034, 72440.921875, 203276.203125
3035, 72164.4609375, 265228.0
3036, 75617.5703125, 188275.71875
3037, 81655.0, 197368.71875
3038, 72905.3046875, 155977.140625
3039, 95445.5, 242260.796875
3040, 68354.671875, 198638.421875
3041, 71618.40625, 261645.796875
3042, 63379.328125, 180838.015625
3043, 65312.1484375, 196233.53125
3044, 67368.765625, 299655.125
3045, 59423.3359375, 164907.40625
3046, 72009.5390625, 198936.515625
3047, 69612.515625, 157542.703125
3048, 72164.25, 139985.78125
3049, 82511.2109375, 279084.125
3050, 63890.19140625, 173891.453125
3051, 65352.8203125, 214089.796875
3052, 60468.65625, 205241.390625
3053, 66037.2265625, 188768.984375
3054, 77271.3984375, 369427.25
3055, 77543.9609375, 198937.78125
3056, 66052.296875, 161486.046875
3057, 76429.296875, 201133.375
3058, 69914.3203125, 180257.765625
3059, 72669.140625, 317019.34375
3060, 68219.421875, 203442.4375
3061, 59592.9453125, 225993.296875
3062, 85300.7109375, 180890.515625
3063, 76543.625, 229619.9375
3064, 84119.921875, 207427.3125
3065, 60242.05859375, 203804.78125
3066, 75028.1640625, 212451.546875
3067, 62603.8828125, 196948.53125
3068, 71528.5625, 258548.015625
3069, 66959.65625, 180908.375
3070, 75501.6171875, 205853.34375
3071, 82043.359375, 301595.8125
3072, 64278.90234375, 188851.28125
3073, 68652.140625, 149610.859375
3074, 78690.59375, 179738.0
3075, 62896.12890625, 134359.046875
3076, 56444.69921875, 187842.421875
3077, 74442.046875, 224500.5625
3078, 72726.0625, 202366.40625
3079, 72452.9453125, 189966.328125
3080, 62413.32421875, 227689.75
3081, 94967.984375, 132360.34375
3082, 92014.59375, 231580.546875
3083, 66505.6015625, 193236.703125
3084, 63676.296875, 204810.1875
3085, 62721.578125, 169699.890625
3086, 75364.765625, 161069.078125
3087, 71544.40625, 231122.0625
3088, 65475.984375, 162995.03125
3089, 73018.1484375, 313027.65625
3090, 64342.390625, 320659.875
3091, 59025.3046875, 161532.0625
3092, 78065.2890625, 295457.78125
3093, 71172.4296875, 164208.765625
3094, 60439.32421875, 116903.546875
3095, 64961.22265625, 124211.4765625
3096, 71316.859375, 207256.078125
3097, 71973.84375, 137592.875
3098, 68847.8828125, 219272.78125
3099, 61703.44921875, 208595.65625
3100, 65535.203125, 185608.84375
3101, 58378.7578125, 144441.015625
3102, 74218.203125, 188188.75
3103, 51382.56640625, 149187.65625
3104, 62396.453125, 198670.953125
3105, 67085.203125, 181576.875
3106, 75114.8359375, 236356.953125
3107, 59546.7890625, 191365.015625
3108, 84167.2265625, 193863.125
3109, 84347.4453125, 216565.078125
3110, 80855.3515625, 281910.4375
3111, 69741.015625, 161095.859375
3112, 67196.953125, 205588.078125
3113, 67946.84375, 184760.828125
3114, 85899.296875, 248210.59375
3115, 64452.33984375, 192080.765625
3116, 98178.5625, 273457.9375
3117, 57435.83984375, 178186.609375
3118, 76293.359375, 217988.421875
3119, 59827.9609375, 258429.765625
3120, 79156.4921875, 331648.875
3121, 71629.8125, 290910.625
3122, 64707.32421875, 186410.625
3123, 67636.2890625, 157501.75
3124, 68503.953125, 122182.5390625
3125, 63935.01171875, 206655.265625
3126, 76584.21875, 169381.578125
3127, 95664.0078125, 279207.59375
3128, 65668.3828125, 166805.578125
3129, 84825.953125, 161177.28125
3130, 62316.57421875, 208069.921875
3131, 50009.87890625, 162188.546875
3132, 56399.33984375, 231681.015625
3133, 68808.4375, 175408.34375
3134, 53929.5390625, 158495.90625
3135, 63263.10546875, 144875.9375
3136, 82668.6328125, 190136.3125
3137, 71519.578125, 229892.546875
3138, 69933.5, 200145.75
3139, 78407.1015625, 155209.8125
3140, 67248.203125, 173951.8125
3141, 67269.4453125, 123379.8515625
3142, 61669.07421875, 172554.0
3143, 56094.97265625, 219575.328125
3144, 70328.0546875, 289691.71875
3145, 53580.109375, 181683.5
3146, 64650.73046875, 129256.4375
3147, 70715.03125, 147927.640625
3148, 72182.3984375, 202926.96875
3149, 69463.921875, 274584.1875
3150, 69368.5, 168196.609375
3151, 61300.1171875, 163502.59375
3152, 67709.2109375, 226535.21875
3153, 83119.171875, 237349.890625
3154, 68593.8515625, 179849.359375
3155, 73373.40625, 265902.53125
3156, 67458.6875, 196687.53125
3157, 73505.5546875, 145030.28125
3158, 65412.75, 158310.46875
3159, 67662.0390625, 175160.90625
3160, 80968.765625, 223875.625
3161, 86223.390625, 208686.359375
3162, 67860.390625, 182866.765625
3163, 61440.671875, 157324.203125
3164, 66498.453125, 165848.34375
3165, 63743.21875, 196654.46875
3166, 73680.15625, 133876.796875
3167, 74087.8046875, 192237.734375
3168, 73194.5625, 223901.984375
3169, 80301.296875, 293711.09375
3170, 76934.78125, 203318.171875
3171, 68318.5234375, 169745.546875
3172, 62528.54296875, 175968.765625
3173, 63636.640625, 201892.421875
3174, 75152.34375, 217365.640625
3175, 89452.78125, 390433.34375
3176, 81791.8828125, 208878.875
3177, 63687.33203125, 128157.4453125
3178, 71970.765625, 151946.921875
3179, 57505.0234375, 188488.4375
3180, 62192.6875, 189731.390625
3181, 72321.0078125, 232589.203125
3182, 77688.71875, 266098.84375
3183, 79549.2421875, 269312.78125
3184, 70830.2734375, 189635.890625
3185, 75123.3046875, 191010.046875
3186, 74429.5625, 281278.53125
3187, 75435.0390625, 223096.65625
3188, 79637.2109375, 209853.078125
3189, 63601.22265625, 97175.921875
3190, 80011.6328125, 307545.21875
3191, 83645.5625, 165412.875
3192, 62067.578125, 197619.671875
3193, 90376.3125, 260432.296875
3194, 69960.6171875, 169500.34375
3195, 64618.9609375, 200138.71875
3196, 60716.81640625, 143084.1875
3197, 91907.703125, 236165.59375
3198, 66238.515625, 147090.578125
3199, 63787.31640625, 189904.46875
3200, 55408.55078125, 130973.640625
3201, 61117.8671875, 179425.703125
3202, 73555.140625, 274373.65625
3203, 63218.828125, 165513.796875
3204, 71196.3359375, 218641.421875
3205, 74344.8671875, 128741.578125
3206, 67614.9296875, 123694.2734375
3207, 68222.203125, 198488.96875
3208, 75415.9453125, 323871.21875
3209, 55333.47265625, 136891.671875
3210, 67787.125, 197969.8125
3211, 67945.2734375, 223621.296875
3212, 71027.9453125, 166049.125
3213, 80285.296875, 197602.796875
3214, 66607.3828125, 172555.015625
3215, 65326.7109375, 275004.1875
3216, 64979.89453125, 189898.75
3217, 91085.3359375, 249460.546875
3218, 78163.7734375, 220960.953125
3219, 67023.109375, 158161.078125
3220, 81275.171875, 271921.5
3221, 61252.71875, 188405.640625
3222, 63033.19921875, 167000.71875
3223, 68884.6640625, 151799.109375
3224, 70009.84375, 164074.75
3225, 62887.96875, 209561.53125
3226, 67006.1953125, 298452.84375
3227, 58464.796875, 185447.03125
3228, 80672.4140625, 206313.421875
3229, 82899.1171875, 239570.671875
3230, 63386.75390625, 145373.65625
3231, 72183.828125, 158004.84375
3232, 85352.4921875, 241118.765625
3233, 55202.23828125, 154437.15625
3234, 69453.1875, 181983.25
3235, 67812.4296875, 176581.359375
3236, 63481.90234375, 159933.5
3237, 59403.4140625, 194944.0625
3238, 55547.61328125, 192989.828125
3239, 74984.9296875, 224671.9375
3240, 86381.5078125, 322295.28125
3241, 61391.71875, 166379.3125
3242, 100348.0, 238499.625
3243, 77077.921875, 307010.125
3244, 71203.390625, 167939.546875
3245, 71312.390625, 200117.234375
3246, 74026.9296875, 289809.96875
3247, 71152.8984375, 207541.625
3248, 80792.5, 272831.65625
3249, 76941.7421875, 185006.0625
3250, 66903.3515625, 141244.640625
3251, 72363.546875, 159236.953125
3252, 60678.95703125, 159052.390625
3253, 67434.3671875, 165581.171875
3254, 60327.1015625, 178077.375
3255, 62109.93359375, 165018.03125
3256, 64742.65234375, 224669.984375
3257, 66466.6484375, 186011.921875
3258, 64596.26171875, 188506.703125
3259, 83051.40625, 274631.4375
3260, 57572.38671875, 150479.5
3261, 60130.75, 175524.421875
3262, 64341.08984375, 203022.484375
3263, 84014.40625, 278664.25
3264, 59618.4296875, 126686.5390625
3265, 71503.2109375, 155579.96875
3266, 72905.0234375, 276351.8125
3267, 88789.9140625, 228207.78125
3268, 58468.2265625, 124851.34375
3269, 69219.90625, 214370.796875
3270, 59394.33203125, 238354.59375
3271, 69762.25, 170900.09375
3272, 89992.7265625, 278913.75
3273, 59189.71875, 197361.6875
3274, 83406.15625, 149829.484375
3275, 66523.6875, 203340.296875
3276, 66911.1640625, 209658.453125
3277, 65376.625, 196984.640625
3278, 73797.0078125, 319488.78125
3279, 67172.15625, 204284.421875
3280, 72477.890625, 173353.203125
3281, 88385.4921875, 279378.59375
3282, 66860.8359375, 126674.890625
3283, 59967.875, 147057.71875
3284, 56785.921875, 160388.703125
3285, 69325.78125, 192343.421875
3286, 63822.91796875, 158374.25
3287, 67798.8125, 237595.203125
3288, 93680.59375, 326039.75
3289, 54241.6484375, 187371.578125
3290, 70520.65625, 134608.5625
3291, 57887.5078125, 193270.09375
3292, 64861.88671875, 161994.328125
3293, 82733.3515625, 248841.8125
3294, 75575.2265625, 165060.515625
3295, 80797.5234375, 427135.1875
3296, 70633.4765625, 206999.59375
3297, 67985.5078125, 190984.5
3298, 72764.5390625, 205479.953125
3299, 72688.5703125, 272594.3125
3300, 55420.2265625, 206537.84375
3301, 67437.7578125, 153293.046875
3302, 71943.5, 235997.515625
3303, 79600.8671875, 235063.40625
3304, 62420.3671875, 167064.078125
3305, 66797.6328125, 148727.203125
3306, 69664.84375, 162996.09375
3307, 83280.25, 194698.515625
3308, 72840.2890625, 198205.15625
3309, 67408.5, 181057.03125
3310, 68664.578125, 143871.265625
3311, 88782.078125, 228699.59375
3312, 83678.015625, 186221.71875
3313, 71059.8203125, 188455.515625
3314, 98420.5703125, 173082.734375
3315, 71740.9609375, 140949.875
3316, 56698.9140625, 197040.734375
3317, 59108.4296875, 251599.640625
3318, 70413.8515625, 145464.078125
3319, 66465.765625, 159528.140625
3320, 68433.9140625, 178288.171875
3321, 74179.71875, 279171.09375
3322, 71540.28125, 239292.328125
3323, 101932.0390625, 275786.5
3324, 85652.203125, 213482.515625
3325, 72384.7578125, 176803.0625
3326, 55594.0625, 132465.5
3327, 62595.39453125, 221840.28125
3328, 77089.0078125, 343191.75
3329, 82930.515625, 188783.3125
3330, 65619.1640625, 162445.359375
3331, 67598.0546875, 218254.453125
3332, 77761.09375, 288768.28125
3333, 95045.703125, 266498.25
3334, 79386.7734375, 234118.609375
3335, 76194.0703125, 251304.484375
3336, 72163.546875, 246805.125
3337, 75463.2890625, 258206.515625
3338, 75100.9765625, 161364.0
3339, 80973.0234375, 176016.6875
3340, 71611.5, 238404.21875
3341, 72109.875, 144811.96875
3342, 73357.2265625, 154814.546875
3343, 71501.3515625, 280184.875
3344, 62968.09765625, 190529.125
3345, 63085.08203125, 300978.4375
3346, 102879.875, 390771.1875
3347, 59901.58984375, 212206.21875
3348, 65931.8046875, 153096.53125
3349, 69431.5546875, 201464.984375
3350, 68427.9140625, 177031.953125
3351, 76260.6484375, 165947.578125
3352, 80697.453125, 417736.0625
3353, 70239.578125, 220119.5
3354, 71897.5546875, 277783.15625
3355, 86499.2734375, 151093.125
3356, 70748.03125, 181229.0
3357, 87951.2734375, 311132.875
3358, 67271.015625, 277314.0625
3359, 66995.7421875, 274630.84375
3360, 75627.1875, 236396.84375
3361, 64105.03515625, 171172.765625
3362, 93508.078125, 222510.3125
3363, 80034.1875, 447604.5625
3364, 78757.78125, 273158.65625
3365, 83452.6015625, 238661.03125
3366, 68951.5625, 121820.28125
3367, 76653.6875, 193081.0625
3368, 70349.1640625, 195179.5625
3369, 69135.171875, 189508.15625
3370, 75974.03125, 205642.984375
3371, 70860.875, 203861.6875
3372, 65909.1640625, 248578.453125
3373, 58516.1875, 140355.09375
3374, 102868.2109375, 277856.59375
3375, 70601.90625, 157383.828125
3376, 62361.74609375, 147270.9375
3377, 88226.59375, 194016.21875
3378, 70134.265625, 257406.921875
3379, 67633.953125, 237168.125
3380, 63446.015625, 208592.078125
3381, 77707.4765625, 170166.09375
3382, 57155.75, 140816.671875
3383, 66767.765625, 163903.671875
3384, 60054.5, 199793.140625
3385, 86555.875, 230676.859375
3386, 63966.58203125, 206004.765625
3387, 72687.875, 232746.984375
3388, 77701.078125, 228314.15625
3389, 104684.703125, 272125.625
3390, 74595.1875, 188542.765625
3391, 64076.6171875, 184854.359375
3392, 96993.2734375, 309467.125
3393, 60300.70703125, 178549.84375
3394, 67718.2421875, 200290.921875
3395, 56947.125, 162388.421875
3396, 81793.6796875, 226165.859375
3397, 72656.34375, 195886.171875
3398, 83163.2421875, 243308.015625
3399, 68093.5625, 226294.90625
3400, 71450.4609375, 191358.5625
3401, 100349.5546875, 225941.515625
3402, 70647.25, 288762.8125
3403, 65815.3125, 147533.140625
3404, 80574.1484375, 177391.25
3405, 76511.96875, 284238.8125
3406, 68559.0546875, 206447.3125
3407, 56859.046875, 201702.3125
3408, 62614.828125, 224755.0
3409, 58774.53125, 159381.34375
3410, 68520.4765625, 187376.859375
