10000, 1
Roy Lichtenstein, Bicentennial Print (1975).jpg
1593, 763489.8125, 1522019.25
1594, 702648.6875, 1547006.25
1595, 773958.8125, 1603105.75
1596, 661221.0, 1680497.875
1597, 692655.3125, 1620270.125
1598, 686630.25, 1558957.125
1599, 691101.6875, 1597677.25
1600, 763324.375, 1584551.25
1601, 720348.625, 1683370.625
1602, 652807.625, 1667686.125
1603, 671354.375, 1545150.125
1604, 720690.6875, 1545451.875
1605, 728385.625, 1572975.5
1606, 684545.375, 1656897.375
1607, 692555.3125, 1614077.75
1608, 689941.75, 1617654.25
1609, 726025.4375, 1571509.625
1610, 708162.1875, 1629426.25
1611, 697389.0625, 1645012.25
1612, 658513.9375, 1552567.375
1613, 640785.875, 1565731.375
1614, 672658.625, 1702578.75
1615, 706247.125, 1693327.375
1616, 742883.875, 1602821.0
1617, 702930.5625, 1617837.125
1618, 682859.8125, 1671643.875
1619, 764691.5625, 1520009.875
1620, 731171.9375, 1551189.375
1621, 671863.375, 1810921.875
1622, 660279.5, 1675239.625
1623, 677517.25, 1502671.0
1624, 735311.75, 1642626.25
1625, 703745.125, 1828099.5
1626, 687346.25, 1704954.0
1627, 707278.3125, 1723624.625
1628, 725910.3125, 1551382.25
1629, 683923.5625, 1663535.75
1630, 666424.75, 1711110.25
1631, 685414.5, 1644084.0
1632, 757374.5625, 1578789.25
1633, 807809.4375, 1537845.25
1634, 663306.5625, 1626534.25
1635, 687493.75, 1663835.0
1636, 660993.75, 1608640.125
1637, 742375.625, 1732321.875
1638, 709021.9375, 1605992.875
1639, 711464.0, 1579814.5
1640, 671492.5, 1555678.0
1641, 646257.3125, 1538456.125
1642, 650805.0, 1618540.25
1643, 707004.875, 1539049.125
1644, 709070.5625, 1598605.25
1645, 740710.6875, 1515853.0
1646, 644213.125, 1717950.5
1647, 698216.375, 1578943.125
1648, 659095.0, 1539582.875
1649, 695810.9375, 1594881.875
1650, 683154.1875, 1522563.125
1651, 685385.4375, 1591226.25
1652, 672450.125, 1567352.125
1653, 662684.375, 1660062.0
1654, 651370.0, 1742601.75
1655, 672543.0, 1621112.5
1656, 753364.25, 1511063.625
1657, 692266.0625, 1736712.125
1658, 681247.8125, 1557043.125
1659, 688463.5, 1578905.25
1660, 685103.0, 1651343.875
1661, 662566.4375, 1597992.125
1662, 691179.0625, 1676372.375
1663, 684631.25, 1681601.0
1664, 702128.3125, 1513637.25
1665, 622885.0625, 1615517.375
1666, 679505.0, 1649742.375
1667, 682127.9375, 1526078.0
1668, 693699.625, 1582419.25
1669, 697567.875, 1782967.375
1670, 683197.375, 1526887.125
1671, 690594.5625, 1592418.75
1672, 691137.6875, 1683810.75
1673, 655298.0625, 1612393.375
1674, 706626.5, 1704462.0
1675, 662327.4375, 1744130.375
1676, 666993.25, 1517047.875
1677, 677389.5, 1519722.125
1678, 699040.875, 1502230.75
1679, 616002.375, 1583043.25
1680, 645175.875, 1590974.375
1681, 769529.0625, 1555234.75
1682, 682040.625, 1548544.125
1683, 693037.8125, 1631746.875
1684, 694325.0625, 1548115.125
1685, 692322.75, 1595709.375
1686, 633428.1875, 1590571.75
1687, 644469.5625, 1649382.0
1688, 669086.375, 1571146.5
1689, 676187.1875, 1625808.375
1690, 644004.8125, 1685780.0
1691, 645459.4375, 1582559.625
1692, 698635.4375, 1620305.25
1693, 718747.5625, 1589089.625
1694, 633260.0625, 1627736.25
1695, 641226.4375, 1667390.875
1696, 626425.0, 1583449.5
1697, 665799.8125, 1771490.5
1698, 659931.8125, 1559878.125
1699, 702407.625, 1724167.625
1700, 696746.0, 1578999.375
1701, 673464.5, 1727401.75
1702, 659821.9375, 1572228.875
1703, 655138.375, 1533660.125
1704, 679535.375, 1589280.375
1705, 678477.75, 1543273.625
1706, 769891.1875, 1583564.5
1707, 643787.4375, 1767343.125
1708, 707277.8125, 1583746.0
1709, 724164.625, 1465024.125
1710, 683016.5625, 1587583.0
1711, 699612.9375, 1556558.25
1712, 706177.8125, 1523043.625
1713, 672943.1875, 1736499.25
1714, 669228.6875, 1640041.875
1715, 666834.9375, 1480411.875
1716, 696207.1875, 1526919.0
1717, 784716.75, 1672607.75
1718, 658021.0625, 1557799.0
1719, 662325.8125, 1727638.625
1720, 695030.25, 1583611.625
1721, 745734.5625, 1554279.75
1722, 688137.9375, 1527856.875
1723, 706750.5625, 1641195.625
1724, 607565.1875, 1571879.75
1725, 751475.9375, 1551034.0
1726, 660666.5, 1801884.5
1727, 645323.375, 1623702.25
1728, 631985.25, 1636895.125
1729, 730156.375, 1583373.375
1730, 657861.5, 1628766.25
1731, 641256.125, 1564221.375
1732, 665211.3125, 1515154.25
1733, 680651.0, 1584674.625
1734, 709089.0625, 1606829.625
1735, 693430.75, 1603130.375
1736, 642184.1875, 1541016.125
1737, 675938.5, 1598858.625
1738, 669881.5625, 1767243.625
1739, 659391.75, 1599142.625
1740, 715479.125, 1594369.375
1741, 675287.4375, 1649042.875
1742, 669795.875, 1562970.5
1743, 712829.8125, 1587397.625
1744, 662330.375, 1599482.875
1745, 729300.3125, 1651861.25
1746, 641737.8125, 1567520.25
1747, 658759.0, 1602979.5
1748, 670404.0, 1533330.375
1749, 661779.0, 1824260.875
1750, 663075.25, 1598916.125
1751, 686801.5625, 1664278.25
1752, 669473.8125, 1576511.5
1753, 661203.9375, 1535385.125
1754, 655157.8125, 1616787.0
1755, 639523.6875, 1656989.125
1756, 650374.4375, 1625122.875
1757, 705025.25, 1588778.625
1758, 646138.625, 1489962.875
1759, 663380.0625, 1606770.375
1760, 656799.5, 1605292.5
1761, 710480.875, 1577705.125
1762, 636369.3125, 1596178.0
1763, 623348.0, 1672976.25
1764, 671906.9375, 1607633.625
1765, 629237.9375, 1645856.625
1766, 720499.9375, 1562344.875
1767, 568438.25, 1782729.125
1768, 622866.125, 1676976.375
1769, 634426.375, 1736783.75
1770, 704177.375, 1524526.375
1771, 634792.75, 1663969.75
1772, 663389.0625, 1550404.5
1773, 670793.1875, 1774646.0
1774, 676836.4375, 1571612.375
1775, 670727.625, 1543506.25
1776, 684988.0, 1684730.375
1777, 655516.1875, 1684557.875
1778, 658891.0625, 1581776.625
1779, 702605.875, 1698300.875
1780, 660499.5, 1589928.375
1781, 704856.75, 1563995.125
1782, 682161.5, 1749450.5
1783, 637407.5, 1660834.875
1784, 639487.75, 1639786.125
1785, 644575.4375, 1540965.0
1786, 682138.75, 1613525.75
1787, 664299.875, 1572025.625
1788, 714081.125, 1655887.75
1789, 638116.125, 1672215.25
1790, 645422.125, 1520991.875
1791, 680502.75, 1545732.875
1792, 671870.0625, 1563113.25
1793, 584307.125, 1541818.75
1794, 666015.25, 1605354.5
1795, 691193.5625, 1567689.125
1796, 745959.125, 1637484.75
1797, 688348.125, 1583618.125
1798, 653119.5625, 1798838.375
1799, 698070.8125, 1688092.75
1800, 683088.8125, 1601516.125
1801, 708948.1875, 1599515.875
1802, 668687.0625, 1635786.625
1803, 650019.75, 1690497.625
1804, 712258.625, 1525497.125
1805, 789172.125, 1515231.875
1806, 696732.75, 1695735.5
1807, 708335.875, 1503071.75
1808, 655049.5, 1696562.625
1809, 674291.4375, 1561983.875
1810, 758351.4375, 1526980.25
1811, 713104.0, 1721608.875
1812, 656640.375, 1644364.875
1813, 627871.5, 1644246.125
1814, 614394.0, 1651786.0
1815, 771037.75, 1524709.75
1816, 710302.0, 1493632.375
1817, 669853.625, 1578472.25
1818, 672542.9375, 1718304.5
1819, 634376.5, 1627267.875
1820, 733619.3125, 1479344.5
1821, 717277.875, 1609056.25
1822, 670166.875, 1508395.25
1823, 817103.0625, 1527262.5
1824, 678827.25, 1713073.375
1825, 708546.3125, 1596709.125
1826, 727821.5625, 1443216.875
1827, 624267.0, 1614875.0
1828, 681402.9375, 1594792.5
1829, 767707.8125, 1668072.875
1830, 659598.6875, 1547142.375
1831, 726024.375, 1659082.75
1832, 655187.25, 1569414.625
1833, 669581.8125, 1611690.875
1834, 712980.1875, 1572463.5
1835, 628036.75, 1552472.625
1836, 689592.125, 1601820.625
1837, 730178.5625, 1560768.75
1838, 678438.5, 1577092.25
1839, 650150.875, 1691047.875
1840, 691750.25, 1638883.25
1841, 666793.8125, 1682609.75
1842, 627020.125, 1619032.25
1843, 654736.1875, 1569983.875
1844, 609281.3125, 1794067.625
1845, 662861.625, 1706023.375
1846, 683758.5625, 1705382.0
1847, 634775.1875, 1667088.75
1848, 703192.375, 1650154.125
1849, 601720.25, 1474866.625
1850, 651582.4375, 1514371.375
1851, 687126.5, 1644198.625
1852, 688047.75, 1577506.0
1853, 651765.75, 1531883.375
1854, 768467.5625, 1532726.25
1855, 641293.75, 1598002.625
1856, 637372.4375, 1647573.875
1857, 627068.25, 1606360.375
1858, 666639.625, 1522679.875
1859, 686184.9375, 1516858.5
1860, 692137.125, 1585015.25
1861, 606769.4375, 1714885.375
1862, 650053.3125, 1522032.75
1863, 623252.5, 1637031.125
1864, 671576.875, 1635094.25
1865, 607988.25, 1717606.5
1866, 679597.375, 1496511.25
1867, 701369.375, 1655679.5
1868, 636320.5625, 1565556.375
1869, 693481.5, 1502028.375
1870, 629398.375, 1604226.125
1871, 644297.25, 1759277.0
1872, 653128.0, 1787193.875
1873, 671316.4375, 1569253.875
1874, 682552.9375, 1510969.25
1875, 611421.25, 1675753.75
1876, 802030.1875, 1570601.125
1877, 668279.5625, 1592231.125
1878, 624569.375, 1548614.875
1879, 653746.75, 1465279.625
1880, 696873.8125, 1617484.625
1881, 643937.1875, 1622213.5
1882, 710966.1875, 1664366.375
1883, 717653.6875, 1624898.0
1884, 669180.0625, 1667239.75
1885, 624698.5, 1606040.625
1886, 640229.6875, 1597324.75
1887, 626483.5, 1651855.875
1888, 666937.4375, 1681484.0
1889, 662360.75, 1463734.25
1890, 645933.5625, 1589510.0
1891, 616394.4375, 1557191.5
1892, 650075.4375, 1703810.875
1893, 647628.25, 1562895.75
1894, 625881.5, 1692307.625
1895, 634841.625, 1631586.125
1896, 721792.875, 1531787.5
1897, 621955.3125, 1566553.375
1898, 631560.1875, 1562590.75
1899, 629392.3125, 1638477.375
1900, 681539.0, 1558826.25
1901, 694730.8125, 1494926.125
1902, 651790.3125, 1633105.125
1903, 648138.1875, 1626858.75
1904, 678246.5, 1702086.25
1905, 628146.0625, 1596508.5
1906, 596781.4375, 1627358.375
1907, 688032.0, 1610418.875
1908, 661578.1875, 1553023.0
1909, 628269.875, 1573368.875
1910, 683059.9375, 1504893.625
1911, 656062.0625, 1611201.25
1912, 618779.1875, 1645932.75
1913, 620181.5, 1775561.125
1914, 708116.5, 1561569.75
1915, 678872.625, 1600385.875
1916, 660027.5, 1574929.375
1917, 675122.375, 1597749.75
1918, 628973.625, 1601809.25
1919, 650839.75, 1577485.625
1920, 666991.75, 1624868.75
1921, 651877.4375, 1603146.75
1922, 610535.0, 1608691.75
1923, 655030.875, 1619724.25
1924, 684350.8125, 1564256.625
1925, 644710.9375, 1698876.0
1926, 729969.6875, 1670699.75
1927, 623256.9375, 1599880.0
1928, 642536.9375, 1549091.125
1929, 638537.5, 1655823.125
1930, 672443.6875, 1597740.5
1931, 626122.8125, 1651890.625
1932, 597891.125, 1706831.375
1933, 643343.5, 1535846.125
1934, 727117.125, 1519168.25
1935, 646731.9375, 1562528.25
1936, 679432.875, 1591506.625
1937, 634955.3125, 1558909.0
1938, 603101.8125, 1571088.375
1939, 637240.75, 1759562.25
1940, 670373.25, 1580592.25
1941, 667051.6875, 1567009.5
1942, 632061.125, 1617956.5
1943, 618088.9375, 1561078.5
1944, 625549.75, 1603064.125
1945, 606217.1875, 1565264.875
1946, 659277.5, 1602820.75
1947, 655391.9375, 1552515.75
1948, 657063.75, 1533295.5
1949, 616971.25, 1553507.25
1950, 615504.8125, 1620771.0
1951, 682350.75, 1675825.75
1952, 646250.0625, 1593744.5
1953, 620241.6875, 1633863.25
1954, 655131.3125, 1537168.875
1955, 661059.6875, 1525005.375
1956, 652075.625, 1603877.5
1957, 645493.9375, 1648739.25
1958, 663463.0625, 1606325.5
1959, 622214.9375, 1612840.125
1960, 703755.0, 1468735.75
1961, 666682.0, 1547974.25
1962, 605239.4375, 1733895.125
1963, 617252.4375, 1680945.75
1964, 583432.0, 1547173.25
1965, 781540.3125, 1459322.375
1966, 618025.0, 1742623.125
1967, 595435.4375, 1740825.625
1968, 647485.4375, 1748214.75
1969, 618776.0, 1626053.25
1970, 684710.1875, 1462821.5
1971, 638050.5, 1612003.0
1972, 618537.0625, 1650528.75
1973, 586922.75, 1689718.875
1974, 698817.4375, 1661485.125
1975, 635411.3125, 1623941.75
1976, 631059.375, 1611804.625
1977, 609444.0625, 1606597.875
1978, 644798.25, 1591873.875
1979, 673673.25, 1735899.75
1980, 634673.4375, 1516140.0
1981, 616878.625, 1602549.5
1982, 639088.625, 1521580.75
1983, 589010.5, 1608702.875
1984, 594357.9375, 1587968.125
1985, 651918.6875, 1573377.25
1986, 587658.125, 1471384.375
1987, 624168.3125, 1559260.375
1988, 623349.5, 1464550.125
1989, 635658.75, 1558035.625
1990, 656790.5625, 1653256.25
1991, 619124.3125, 1547843.875
1992, 633404.9375, 1634579.125
1993, 667389.75, 1589247.0
1994, 788010.9375, 1501362.0
1995, 697303.8125, 1592671.5
1996, 681626.8125, 1539198.5
1997, 616467.4375, 1708422.875
1998, 695101.125, 1488235.625
1999, 645433.75, 1628185.25
2000, 599633.0625, 1648595.25
2001, 624948.3125, 1576847.625
2002, 635346.75, 1603056.125
2003, 699278.8125, 1508278.125
2004, 679699.0625, 1569674.625
2005, 634942.75, 1639553.875
2006, 710291.0, 1542214.25
2007, 600649.5625, 1568937.625
2008, 601058.0, 1566526.75
2009, 600428.0625, 1605395.75
2010, 619204.125, 1615253.875
2011, 621561.0, 1583353.75
2012, 581777.5625, 1553360.875
2013, 642845.5, 1742104.5
2014, 602954.5, 1550507.875
2015, 642550.3125, 1722884.125
2016, 574602.625, 1666646.375
2017, 625618.75, 1620206.25
2018, 636811.6875, 1647467.25
2019, 630337.9375, 1657146.875
2020, 649264.625, 1547723.625
2021, 636734.6875, 1599524.125
2022, 639200.75, 1607309.875
2023, 656249.875, 1796180.375
2024, 589106.8125, 1627186.375
2025, 619215.6875, 1595843.25
2026, 564438.25, 1603664.625
2027, 635143.5625, 1523481.125
2028, 568203.5, 1604137.0
2029, 621550.375, 1537311.875
2030, 679173.0, 1499346.75
2031, 610000.25, 1566330.5
2032, 593978.25, 1555087.25
2033, 616221.8125, 1568332.125
2034, 627471.6875, 1577376.625
2035, 692428.125, 1530085.75
2036, 627626.875, 1577898.875
2037, 567953.875, 1604447.5
2038, 605161.4375, 1489745.875
2039, 605466.4375, 1583227.25
2040, 682240.5, 1539207.5
2041, 643742.375, 1552649.75
2042, 592466.8125, 1628862.625
2043, 625579.5625, 1572945.25
2044, 594572.3125, 1551351.75
2045, 687270.125, 1655595.0
2046, 565930.375, 1549670.375
2047, 599856.875, 1621343.75
2048, 646329.6875, 1557418.375
2049, 643802.0625, 1544479.0
2050, 589127.5, 1560651.0
2051, 663771.375, 1651480.875
2052, 611561.3125, 1604344.0
2053, 624904.6875, 1612740.0
2054, 704309.125, 1670350.625
2055, 634648.3125, 1583593.375
2056, 628774.0, 1534963.875
2057, 693885.6875, 1583672.25
2058, 602270.3125, 1491148.125
2059, 614911.1875, 1525010.875
2060, 687625.125, 1535227.25
2061, 628056.6875, 1586225.375
2062, 614732.4375, 1584096.5
2063, 653879.625, 1490591.75
2064, 644514.75, 1565417.125
2065, 620810.875, 1583187.5
2066, 696661.875, 1466671.125
2067, 602967.6875, 1695622.625
2068, 628094.25, 1731299.375
2069, 596404.25, 1616191.125
2070, 646718.5625, 1511533.5
2071, 636916.3125, 1610878.375
2072, 622882.4375, 1621282.625
2073, 611622.0625, 1668414.25
2074, 607175.1875, 1557520.125
2075, 766059.625, 1543125.5
2076, 606912.375, 1624121.875
2077, 573199.5, 1603296.25
2078, 580550.0625, 1616900.875
2079, 678347.25, 1644254.625
2080, 640749.6875, 1670231.625
2081, 633654.625, 1573312.0
2082, 588956.6875, 1593012.0
2083, 598763.0625, 1595843.25
2084, 679186.0, 1619557.625
2085, 600768.1875, 1521196.375
2086, 584506.625, 1603556.875
2087, 594338.5625, 1608435.875
2088, 629801.375, 1582858.0
2089, 621998.1875, 1506794.75
2090, 601094.75, 1553426.375
2091, 594197.9375, 1555039.375
2092, 667254.875, 1669000.625
2093, 574276.6875, 1599830.25
2094, 603082.0, 1600298.5
2095, 634230.0625, 1506218.125
2096, 619432.0, 1601593.375
2097, 600465.25, 1549157.75
2098, 618069.5625, 1715500.625
2099, 725949.9375, 1652507.625
2100, 602282.875, 1677297.625
2101, 634220.5, 1691579.0
2102, 615672.125, 1688766.25
2103, 580447.5, 1688641.375
2104, 589984.0, 1531071.375
2105, 587282.75, 1688403.75
2106, 638376.25, 1517157.25
2107, 586419.875, 1491618.5
2108, 653902.0, 1480202.125
2109, 674232.1875, 1551252.5
2110, 601184.3125, 1605028.875
2111, 603581.5625, 1467724.75
2112, 595732.25, 1533116.125
2113, 652485.75, 1562791.0
2114, 718223.3125, 1468992.875
2115, 556439.75, 1751714.5
2116, 647613.875, 1592157.125
2117, 626002.0, 1720684.375
2118, 664668.25, 1525029.5
2119, 664922.1875, 1526043.125
2120, 581390.5, 1640860.375
2121, 610091.4375, 1495019.625
2122, 603390.8125, 1582082.25
2123, 599070.5, 1482336.625
2124, 656880.0625, 1587901.5
2125, 585806.75, 1761777.5
2126, 570941.75, 1618673.375
2127, 641829.8125, 1627401.0
2128, 656074.25, 1613208.375
2129, 641175.1875, 1566558.5
2130, 611436.875, 1506961.75
2131, 611705.3125, 1758702.125
2132, 591699.375, 1606582.25
2133, 591905.875, 1674660.125
2134, 650012.3125, 1564410.125
2135, 598499.1875, 1621448.375
2136, 561048.9375, 1495297.625
2137, 602801.375, 1640827.75
2138, 594404.3125, 1572586.875
2139, 599388.5, 1533605.0
2140, 595780.25, 1581264.75
2141, 581404.0, 1617671.25
2142, 667380.0625, 1553468.125
2143, 656002.875, 1481181.0
2144, 614962.3125, 1624413.625
2145, 667334.375, 1562100.125
2146, 568729.6875, 1585107.75
2147, 573476.6875, 1603358.125
2148, 616186.75, 1581133.625
2149, 596931.1875, 1540143.75
2150, 693892.3125, 1495332.125
2151, 658514.375, 1614516.125
2152, 642049.125, 1601096.375
2153, 574214.4375, 1652325.5
2154, 631692.8125, 1610334.25
2155, 578348.6875, 1649940.125
2156, 592232.8125, 1687685.375
2157, 658894.0, 1536881.75
2158, 580425.125, 1539422.375
2159, 618525.5625, 1614808.25
2160, 756128.125, 1604238.875
2161, 598733.25, 1677762.0
2162, 605078.5, 1589816.625
2163, 632524.0, 1600072.5
2164, 721700.375, 1639195.5
2165, 613561.25, 1540565.625
2166, 589281.3125, 1675960.75
2167, 601961.0625, 1616336.0
2168, 638075.1875, 1528303.25
2169, 661850.8125, 1489847.625
2170, 577145.9375, 1612872.75
2171, 619825.3125, 1489487.125
2172, 677243.8125, 1499713.375
2173, 582333.9375, 1538671.125
2174, 616409.625, 1510186.5
2175, 593757.3125, 1757480.75
2176, 586105.0, 1553321.5
2177, 712455.9375, 1532766.0
2178, 653145.0625, 1595137.375
2179, 575213.6875, 1706553.625
2180, 606293.1875, 1648252.125
2181, 632595.8125, 1562899.75
2182, 657944.25, 1674738.25
2183, 658667.625, 1519886.625
2184, 620135.125, 1617781.5
2185, 581230.625, 1594017.5
2186, 559919.625, 1605528.125
2187, 605421.3125, 1616809.875
2188, 678392.875, 1504987.25
2189, 684972.1875, 1566762.875
2190, 646211.9375, 1584631.625
2191, 601569.5, 1634128.25
2192, 682586.75, 1536245.625
2193, 660681.8125, 1545841.625
2194, 586074.6875, 1591558.125
2195, 639121.8125, 1514851.0
2196, 620854.75, 1650925.125
2197, 583566.375, 1485798.75
2198, 612096.125, 1555710.0
2199, 652352.75, 1448378.375
2200, 585631.25, 1638271.5
2201, 576861.25, 1596483.375
2202, 599728.4375, 1639795.625
2203, 698014.1875, 1544519.375
2204, 666667.6875, 1484750.0
2205, 628876.3125, 1616556.5
2206, 616583.5625, 1559926.375
2207, 581176.5, 1656830.625
2208, 691390.25, 1806131.0
2209, 617130.25, 1518661.0
2210, 689623.125, 1481043.875
2211, 600763.9375, 1590216.625
2212, 539771.6875, 1540529.25
2213, 642323.3125, 1473461.375
2214, 602817.0, 1532984.125
2215, 661161.375, 1609971.375
2216, 578367.625, 1491671.125
2217, 600128.3125, 1649066.5
2218, 588741.9375, 1599772.875
2219, 630660.375, 1563359.125
2220, 651241.5625, 1553587.125
2221, 609806.75, 1621940.75
2222, 594906.8125, 1611609.875
2223, 640014.6875, 1515838.625
2224, 655385.0625, 1503004.875
2225, 600408.5, 1563668.75
2226, 604939.3125, 1605999.125
2227, 623082.25, 1615861.75
2228, 604275.9375, 1636603.5
2229, 636871.625, 1606831.375
2230, 591266.1875, 1567735.125
2231, 643582.5625, 1508929.5
2232, 670095.5625, 1544461.0
2233, 596984.75, 1491513.125
2234, 576703.1875, 1547596.125
2235, 582544.75, 1552467.875
2236, 584839.9375, 1569905.75
2237, 602749.5625, 1585016.5
2238, 595001.25, 1610160.625
2239, 575364.3125, 1530326.125
2240, 558095.125, 1547532.5
2241, 591036.8125, 1490972.125
2242, 618330.6875, 1530460.875
2243, 574443.25, 1642852.375
2244, 564174.75, 1500049.625
2245, 600220.5, 1537031.875
2246, 634338.75, 1581175.375
2247, 596773.6875, 1580650.875
2248, 579507.625, 1568828.375
2249, 664598.4375, 1543300.625
2250, 601185.5625, 1540098.75
2251, 621638.8125, 1610165.375
2252, 590019.0625, 1500901.625
2253, 576835.0625, 1686011.125
2254, 662523.0625, 1519731.0
2255, 610433.625, 1624713.875
2256, 580554.25, 1516810.625
2257, 641045.625, 1511430.875
2258, 606772.6875, 1554419.5
2259, 577422.8125, 1554995.375
2260, 594777.75, 1598292.0
2261, 561290.5, 1668786.0
2262, 611696.0625, 1547296.375
2263, 617519.5, 1611132.375
2264, 627226.3125, 1500835.0
2265, 557727.5625, 1596337.5
2266, 618354.3125, 1464331.625
2267, 596259.25, 1644939.0
2268, 589311.25, 1586296.625
2269, 588824.8125, 1588747.75
2270, 586222.75, 1728428.625
2271, 602460.375, 1649055.125
2272, 572615.625, 1603277.375
2273, 600929.5, 1501117.0
2274, 609639.375, 1676633.875
2275, 647491.375, 1438711.25
2276, 613568.0625, 1598497.25
2277, 591509.6875, 1574971.875
2278, 610713.625, 1524217.75
2279, 548583.4375, 1559776.25
2280, 580803.25, 1521881.25
2281, 641933.375, 1503296.625
2282, 632972.4375, 1603619.625
2283, 563341.875, 1646178.875
2284, 580249.75, 1576217.25
2285, 565565.3125, 1642972.125
2286, 705564.5, 1479508.375
2287, 606893.75, 1668931.25
2288, 581076.625, 1559168.375
2289, 629432.5625, 1727022.375
2290, 541904.8125, 1558438.25
2291, 612936.9375, 1562343.75
2292, 582344.625, 1601817.5
2293, 578121.625, 1562550.375
2294, 580220.25, 1516670.75
2295, 571921.0625, 1597530.75
2296, 607409.4375, 1668668.0
2297, 571498.1875, 1582912.875
2298, 573139.25, 1602311.125
2299, 611491.4375, 1557495.875
2300, 662787.6875, 1593260.375
2301, 585023.5, 1519529.0
2302, 593450.5625, 1582901.625
2303, 588394.9375, 1494754.0
2304, 608777.75, 1587976.125
2305, 575943.0, 1569529.0
2306, 629824.6875, 1608512.75
2307, 592068.4375, 1527499.125
2308, 616852.875, 1552425.375
2309, 563981.6875, 1520410.75
2310, 577042.9375, 1662271.125
2311, 628345.125, 1765238.25
2312, 588202.75, 1511809.0
2313, 570628.8125, 1723247.75
2314, 601543.0625, 1519099.625
2315, 646130.125, 1499615.875
2316, 654571.4375, 1552150.125
2317, 588466.75, 1582625.625
2318, 585048.75, 1620621.125
2319, 587822.375, 1621672.0
2320, 567810.5, 1546981.25
2321, 566445.25, 1644504.0
2322, 604201.6875, 1474827.75
2323, 585601.4375, 1607267.375
2324, 584775.4375, 1606630.375
2325, 644114.5625, 1563152.75
2326, 573171.6875, 1576409.0
2327, 600743.4375, 1562142.75
2328, 614520.5625, 1516460.625
2329, 594289.875, 1687378.875
2330, 594451.0, 1516110.0
2331, 583444.3125, 1594826.625
2332, 640123.9375, 1525522.625
2333, 586393.625, 1619835.625
2334, 631589.5625, 1546579.875
2335, 628445.4375, 1561098.125
2336, 570876.8125, 1672059.625
2337, 604238.125, 1572593.75
2338, 607172.75, 1500788.0
2339, 573613.3125, 1637124.0
2340, 607967.1875, 1567653.125
2341, 621719.25, 1611985.25
2342, 600108.1875, 1556386.75
2343, 569240.3125, 1643129.75
2344, 589859.0625, 1682774.375
2345, 585019.125, 1552348.75
2346, 570933.3125, 1557445.0
2347, 583298.4375, 1562594.25
2348, 644699.8125, 1563219.125
2349, 627323.375, 1673054.125
2350, 646770.5, 1564593.375
2351, 705806.5, 1501868.875
2352, 621508.8125, 1605637.125
2353, 597227.0625, 1539648.875
2354, 606170.75, 1701477.875
2355, 693859.75, 1514726.875
2356, 588710.9375, 1626507.0
2357, 596685.25, 1543146.375
2358, 597978.3125, 1601179.5
2359, 671477.875, 1579095.25
2360, 548311.3125, 1615062.875
2361, 588007.6875, 1544349.25
2362, 634294.625, 1693244.875
2363, 595455.25, 1566439.75
2364, 686271.9375, 1497146.25
2365, 591739.5, 1581443.25
2366, 604741.75, 1620715.75
2367, 556085.75, 1559325.125
2368, 702074.3125, 1585790.125
2369, 583457.3125, 1655645.5
2370, 592387.9375, 1691094.375
2371, 659517.875, 1504936.125
2372, 664199.5, 1550040.25
2373, 606186.375, 1482859.625
2374, 573742.0625, 1533196.125
2375, 570028.0, 1605719.375
2376, 617009.5625, 1676218.375
2377, 629892.375, 1727671.625
2378, 580848.4375, 1567754.875
2379, 588223.375, 1590660.375
2380, 553666.125, 1706770.375
2381, 641742.5, 1739705.625
2382, 643317.375, 1499783.375
2383, 643029.875, 1510995.25
2384, 594287.0625, 1491939.625
2385, 636345.875, 1567492.75
2386, 559663.8125, 1487320.5
2387, 612612.0, 1555437.625
2388, 626254.5625, 1573118.625
2389, 580514.6875, 1499035.625
2390, 585851.75, 1614379.75
2391, 587750.0625, 1541896.875
2392, 556336.6875, 1606202.875
2393, 646071.125, 1530896.0
2394, 587343.4375, 1569882.0
2395, 599273.25, 1691213.75
2396, 560729.875, 1607707.75
2397, 613632.375, 1476811.5
2398, 608400.9375, 1599140.125
2399, 579307.75, 1574083.0
2400, 592545.25, 1461316.0
2401, 599156.125, 1584901.0
2402, 606020.9375, 1553673.0
2403, 586998.625, 1527172.25
2404, 626572.1875, 1532241.0
2405, 578932.1875, 1571179.5
2406, 605470.0, 1526723.625
2407, 562437.9375, 1527151.625
2408, 559939.625, 1503226.125
2409, 639345.4375, 1395508.25
2410, 580088.25, 1708930.75
2411, 613540.875, 1567096.0
2412, 609006.875, 1576430.75
2413, 575442.0, 1572974.0
2414, 575612.8125, 1573863.625
2415, 592306.125, 1577685.5
2416, 598535.75, 1478365.625
2417, 560964.0, 1622689.5
2418, 558744.0625, 1692143.25
2419, 556389.5625, 1560937.5
2420, 577120.0625, 1557872.375
2421, 581885.25, 1526985.125
2422, 592743.125, 1488588.875
2423, 566023.4375, 1541877.0
2424, 543622.875, 1529319.375
2425, 577018.1875, 1511018.75
2426, 584162.125, 1606906.375
2427, 567927.25, 1574248.875
2428, 526002.5625, 1584696.25
2429, 566138.75, 1635005.625
2430, 592926.5625, 1617314.375
2431, 593515.4375, 1550044.875
2432, 615885.0, 1535502.375
2433, 661908.1875, 1516486.125
2434, 612799.3125, 1604993.0
2435, 592495.625, 1639177.75
2436, 621719.5, 1477299.875
2437, 583886.9375, 1574606.375
2438, 584779.9375, 1675906.375
2439, 596176.375, 1508948.25
