10000, 1
Egon Schiele, Eith wiith Striped Dress, Sitting (1915).jpg
798, 188150.28125, 622661.875
799, 166747.1875, 506629.03125
800, 184002.453125, 594413.5625
801, 187692.53125, 453895.25
802, 184618.1875, 635250.0625
803, 160619.125, 526350.8125
804, 176115.609375, 647753.6875
805, 180222.4375, 478611.5625
806, 201704.03125, 647484.5
807, 214670.578125, 506132.5625
808, 210420.65625, 570301.9375
809, 175227.875, 498784.9375
810, 162828.09375, 504633.625
811, 184787.734375, 488794.375
812, 196634.75, 440056.28125
813, 188647.609375, 601059.9375
814, 160159.375, 557119.4375
815, 144243.328125, 615422.0
816, 192008.484375, 513683.9375
817, 205952.53125, 520875.9375
818, 165430.140625, 619091.875
819, 210177.40625, 453928.09375
820, 170552.046875, 647850.9375
821, 175218.78125, 566338.8125
822, 209459.34375, 443798.0625
823, 189288.765625, 475743.96875
824, 203561.546875, 579374.8125
825, 162722.484375, 593415.0625
826, 179667.953125, 711342.6875
827, 178192.625, 635653.1875
828, 178224.359375, 508456.8125
829, 186774.3125, 647733.75
830, 196525.25, 522712.125
831, 162571.015625, 550710.125
832, 168301.5, 559274.375
833, 163186.953125, 503566.78125
834, 179980.5, 550875.9375
835, 201148.234375, 414123.625
836, 170772.421875, 671314.4375
837, 154239.5, 543608.875
838, 161109.109375, 554844.3125
839, 189810.78125, 540309.5625
840, 182367.96875, 584436.6875
841, 180222.390625, 471620.5625
842, 181393.046875, 722063.1875
843, 158703.0, 588703.9375
844, 166726.453125, 526772.25
845, 173194.78125, 491917.71875
846, 182094.8125, 606262.0
847, 193399.78125, 592659.9375
848, 184097.75, 514568.09375
849, 171510.453125, 639703.75
850, 184117.453125, 519631.1875
851, 170945.890625, 607542.6875
852, 182667.390625, 468310.96875
853, 172111.078125, 483092.96875
854, 172341.0625, 512907.9375
855, 161708.921875, 497876.59375
856, 184149.71875, 475068.34375
857, 162112.828125, 507408.03125
858, 187302.25, 553760.8125
859, 161344.46875, 602605.125
860, 180197.0, 538716.4375
861, 164414.40625, 490206.15625
862, 177317.4375, 582827.8125
863, 172938.0, 535375.25
864, 176153.1875, 570556.3125
865, 200154.5, 481718.25
866, 171304.40625, 513178.25
867, 161866.953125, 560568.25
868, 150095.71875, 552714.9375
869, 172778.546875, 641965.1875
870, 187284.640625, 605514.5
871, 210719.421875, 519092.46875
872, 171288.484375, 547395.375
873, 145860.78125, 499491.40625
874, 150012.03125, 716226.25
875, 188217.765625, 492017.03125
876, 203337.0, 607306.1875
877, 175329.890625, 546278.5625
878, 183067.5625, 520661.84375
879, 156825.71875, 452700.03125
880, 192154.453125, 447287.5625
881, 178669.921875, 491612.15625
882, 160848.15625, 502164.78125
883, 162602.046875, 483316.28125
884, 151089.46875, 549351.6875
885, 208589.65625, 524707.4375
886, 196803.03125, 466471.46875
887, 171709.34375, 486767.96875
888, 164734.84375, 523944.84375
889, 171514.140625, 783495.5
890, 167106.390625, 537481.8125
891, 183189.65625, 545351.25
892, 173012.875, 585298.9375
893, 170879.21875, 462863.59375
894, 175426.34375, 531480.5
895, 162839.203125, 503011.71875
